,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
123326,BaigYlA3zFgz4g-opN3y9w,Anderson Hospital ExpressCare Glen Carbon,17 Ginger Creek Mdws,Glen Carbon,IL,62034,38.7785528,-89.9718554,2,12,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Medical Centers, Urgent Care, Doctors, Health & Medical, Hospitals","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}"
123495,WKOVmcYVJPtCS28eN12BWA,Fairview Lounge,10616 Lincoln Trl,Fairview Heights,IL,62208,38.592357,-89.9945614,4.5,140,0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForDancing': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'outdoor'"", 'OutdoorSeating': 'False', 'CoatCheck': 'False', 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Caters': 'False'}","Restaurants, Beer Bar, Home Services, Bars, Convenience Stores, Nightlife, American (Traditional), Beer, Wine & Spirits, Gas Stations, Lounges, Casinos, Arts & Entertainment, Automotive, Food, Real Estate, Peruvian","{'Monday': '4:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0'}"
123510,DzNWANBlkTwV41gsMRUfbg,Meineke Car Care Center,800 SW Plz,Edwardsville,IL,62025,38.78568766,-89.98012739,2.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Automotive, Tires, Oil Change Stations","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:30-16:0'}"
123642,qAMpQHzKOlZOLUEKxxj9rw,Casa Maria Express,817 Seibert Rd,Scott Air Force Base,IL,62225,38.5477152,-89.8701254,5,8,1,"{'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'RestaurantsReservations': 'False', 'BYOB': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': 'None', 'RestaurantsTableService': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'""}","Restaurants, Mexican, Caterers, Event Planning & Services","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}"
123646,YdKVd6uaahE8AGZ1lecKMQ,Banfield Pet Hospital,130 Junction Dr,Glen Carbon,IL,62034,38.77726217,-89.95206544,3,8,1,,"Veterinarians, Pets, Pet Services","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-17:0'}"
123652,E0Jx_8HLPVqrFxfN4p2QZA,US Post Office,1111 S Lincoln Ave,OFallon,IL,62269,38.58195649,-89.91159614,3,8,1,,"Public Services & Government, Post Offices",
123677,9LQ2GMxEzRTGoiHN9CwpUg,Shogun Steak House,2723 Corner Ct,Alton,IL,62002,38.9153656,-90.1529731,3,41,1,"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'no'""}","Japanese, Steakhouses, Restaurants, Sushi Bars",
123844,wFtOmup_ChdZzvOblpoqXg,The UPS Store,4020 Green Mount Crossing Dr,Shiloh,IL,62269,38.5714834,-89.9258884,4,17,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Shipping Centers, Printing Services, Notaries, Mailbox Centers","{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:30', 'Wednesday': '8:0-18:30', 'Thursday': '8:0-18:30', 'Friday': '8:0-18:30', 'Saturday': '9:0-15:0'}"
123890,GUH9h8yQzSY3s8P3Nssidg,KFC,620 E Landmarks Blvd,Alton,IL,62002,38.88905705,-90.17645113,2,9,0,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': 'None', 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': 'None', 'HasTV': 'True', 'RestaurantsDelivery': 'False'}","Chicken Shop, Fast Food, Chicken Wings, Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}"
123935,2dUPBTDvG8ifD3jJxl9kUA,"Steven J Hyten, DMD",1005 Plummer Dr,Edwardsville,IL,62025,38.787868,-89.977795,4,5,1,,"Dentists, General Dentistry, Health & Medical, Oral Surgeons","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-15:0'}"
123955,Xd6TvXLanVmLTMbvgKn9ZQ,Jersey Mike's Subs,3284 Greenmount Crossing Dr,Shiloh,IL,62269,38.573222,-89.9264697,3.5,51,1,"{'OutdoorSeating': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Fast Food, Sandwiches, Delis","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
123967,ASPCEVAIaTCdsyv5y0Q5-A,Oliver C Joseph,3795 W State Route 15,Belleville,IL,62226,38.5180713,-90.023259,2,49,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Car Dealers, Hotels & Travel, Automotive, Auto Parts & Supplies, Car Rental","{'Monday': '8:30-20:0', 'Tuesday': '8:30-20:0', 'Wednesday': '8:30-20:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '9:0-17:0'}"
124085,_BBh3rQM3S4itLKfmycEMA,Altitude Trampoline Park - Glen Carbon,91 Fountain Dr,Glen Carbon,IL,62034,38.769765,-89.995546,2.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Active Life, Trampoline Parks, Parks","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '11:0-20:0'}"
124140,xCFnaOepneUAace3dYgfqg,Waffle House,3244 W Chain Of Rocks Rd,Granite City,IL,62040,38.7625464,-90.1228792,4,16,1,"{'HasTV': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Breakfast & Brunch, Restaurants, Coffee & Tea, Waffles, American (New), Diners, Food, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
124230,KJBJwrCEYYMEU0WetXrhyg,Conways Catering & Deli,2112 S Center St,Maryville,IL,62062,38.7230787,-89.9563476,4.5,8,1,"{'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'""}","Restaurants, Event Planning & Services, Sandwiches, Delis, Caterers","{'Tuesday': '11:0-14:0', 'Wednesday': '11:0-14:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-14:0', 'Saturday': '11:0-14:0'}"
124294,_dY9ieEZAxh1F3LhoGFczw,Imo’s Pizza,631 Edwardsville Rd,Troy,IL,62294,38.73280059,-89.90181409,2,7,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True'}","Restaurants, Pizza","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
124435,sbpHbjLmM4aPUafCfneUeQ,Helitech Waterproofing & Foundation Repair,8251 Bunkum Rd,Caseyville,IL,62232,38.623045,-90.051804,1.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Contractors, Home Services, Masonry/Concrete, Foundation Repair, Waterproofing, Structural Engineers","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0'}"
124504,9l0hPMqifB6v0lXv0N9TCA,Hampton Inn O'Fallon,430 Regency Park,O'Fallon,IL,62269,38.5809376,-89.9307174,4.5,8,1,,"Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
124530,FRKwXrjKu5qveu-_-DlxBw,St. Louis Paranormal Research Society,1820 Cherokee St,St. Louis,IL,63118,38.592119,-90.218384,5,14,1,"{'Smoking': ""'outdoor'"", 'WiFi': ""'no'""}","Historical Tours, Professional Services, Tours, Hotels & Travel, Restaurants","{'Tuesday': '8:0-22:0', 'Thursday': '8:0-22:0'}"
124555,gfSTn1GsYVhcYBsBQ_fodw,Little Caesars Pizza,1042 COLLINSVILLE CROSSING BLVD,Collinsville,IL,62234,38.6767131,-90.01602426,1.5,5,1,"{'RestaurantsReservations': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Restaurants, Pizza",
124596,2_3Sx_XI2SbNYbIolKJq_Q,Dreamland Palace German Restaurant,3043 State Rt 156,Foster Pond,IL,62298,38.3115548,-90.2282953,3.5,70,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""'average'"", 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'Caters': 'True'}","German, Restaurants","{'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:30'}"
124803,sQ9ZBsP23st_Z2lyiYrriA,Fantastic Sams,"1099 Belt Line Rd, Unit E",Collinsville,IL,62234,38.6911646,-89.988296,3.5,6,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2'}","Barbers, Hair Salons, Beauty & Spas","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-17:0'}"
124988,enb62bRO08HVMPpBiWjPzg,Eddies Travel Center,9810 Perrin Rd,Mascoutah,IL,62258,38.5554657,-89.80603027,2.5,6,1,,"Grocery, Hotels & Travel, Food, Travel Services",
125178,5EnmlBbgQXu_M71qFYSgjw,Kohl's,2120 Troy Rd,Edwardsville,IL,62025,38.7888225,-89.9489672,4,7,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'Smoking': ""u'no'"", 'Caters': 'False', 'HasTV': 'False', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'CoatCheck': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False', 'HappyHour': 'False'}","Sports Wear, Toy Stores, Shoe Stores, Sporting Goods, Fashion, Shopping, Women's Clothing, Department Stores, Men's Clothing","{'Monday': '0:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-20:0'}"
125258,HRWwUORAI6xhAtH1Ws47Zw,All About Eyes - Collinsville,1172 Collinsville Crossing Blvd,Collinsville,IL,62234,38.67713863,-90.01404195,4.5,9,1,"{'AcceptsInsurance': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Medical Supplies, Eyewear & Opticians, Laser Eye Surgery/Lasik, Shopping, Optometrists, Health & Medical","{'Monday': '9:0-19:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-16:0'}"
125285,H3-btj6It0pqLrgK8b09Ag,East Gate Grocery,"715 Lakepointe Centre, Ste 109",O'Fallon,IL,62269,38.5816567,-89.8830586,4.5,7,1,"{'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False'}","Ethnic Food, International Grocery, Restaurants, Food, Specialty Food, Grocery, Korean","{'Monday': '10:30-19:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-19:0', 'Saturday': '10:30-19:0', 'Sunday': '14:30-19:0'}"
125475,ADoFftLPNYMhdqMvZsetYg,Cherry Berry - Self Serve Yogurt Bar,6100 N Illinois,Fairview Heights,IL,62208,38.5882733,-89.9840049,4.5,15,1,"{'BikeParking': 'False', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","Ice Cream & Frozen Yogurt, Food, Desserts","{'Monday': '0:0-0:0', 'Tuesday': '14:0-20:0', 'Wednesday': '14:0-20:0', 'Thursday': '14:0-20:0', 'Friday': '14:0-20:0', 'Saturday': '14:0-20:0', 'Sunday': '14:0-20:0'}"
125502,RukJGDZDbnLhWNJH-V2L4g,Chef Gutzler's Butterfly Patio,"904 Edwardsville Rd, Ste 100",Troy,IL,62294,38.73343648,-89.91540025,4,14,0,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Food Delivery Services, Cooking Classes, Personal Chefs, Event Planning & Services, American (Traditional), Caterers, Restaurants, Food, Arts & Crafts, Shopping","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '8:0-20:0'}"
125631,uir-rnjB9ot5vwdASaHHxg,Mertz Ford,100 E Washington St,Millstadt,IL,62260,38.460966,-90.089828,3,7,1,{'BusinessAcceptsCreditCards': 'True'},"Car Dealers, Automotive, Shopping, Auto Parts & Supplies, Auto Repair, Tires","{'Monday': '9:0-19:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:0'}"
125692,VDJdLuDEPhk4dq2aBq79Zg,Schubert's Smokehouse & Meat-Packing Company,700 S Breese St,Millstadt,IL,62260,38.4554364,-90.089909,3.5,8,1,"{'RestaurantsPriceRange2': '4', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Smokehouse, Meat Shops, Specialty Food, Food","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-16:0'}"
125773,4j3fiLcoIf73_hNfiKLZPQ,Ted's Motorcycle World,4103 Humbert Rd,Alton,IL,62002,38.9363149,-90.1562877,4,8,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Motorcycle Repair, Motorcycle Gear, Shopping, Automotive, Motorcycle Dealers","{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-17:0'}"
125780,4iAXUCnmDqrOMaOTp2q4EQ,Red Top Barbeque & Chili,605 Vandalia St,Collinsville,IL,62234,38.6772416,-89.9834286,4,10,1,"{'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'None', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Barbeque, Restaurants","{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-18:30'}"
125830,-7_R1BNUukbvb97OMNmxnA,DoubleTree by Hilton Hotel Collinsville - St. Louis,1000 Eastport Plaza Dr,Collinsville,IL,62234,38.679507,-90.0168363,3.5,76,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
126030,2CY7AsFXAUqYazch6E-RkA,Ann's Bra Shop,"210 Hartman Ln, Ste 400",O Fallon,IL,62269,38.5906039,-89.9465255,3.5,15,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Lingerie, Swimwear, Fashion, Plus Size Fashion, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-15:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0'}"
126111,UfLKSXBIuQhq6Un1v1aMiQ,Pro Automotive Services,1095 E Edwardsville Rd,Wood River,IL,62095,38.8642689,-90.0801227,4,5,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Auto Repair, Automotive, Oil Change Stations, Tires","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-14:0'}"
