index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,GoodForKids,BusinessAcceptsCreditCards,WheelchairAccessible,RestaurantsReservations,RestaurantsPriceRange2,OutdoorSeating,RestaurantsDelivery,Alcohol,HasTV,Caters,RestaurantsGoodForGroups,NoiseLevel,RestaurantsAttire,BikeParking,WiFi,RestaurantsTakeOut,BusinessAcceptsBitcoin,HappyHour,RestaurantsTableService,ByAppointmentOnly,BestNights,Music,GoodForDancing,DogsAllowed,CoatCheck,Smoking,DriveThru,AcceptsInsurance,Corkage,BYOB,BYOBCorkage,DietaryRestrictions,RestaurantsCounterService,Open24Hours,HairSpecializesIn,garage,street,validated,lot,valet,dessert,latenight,lunch,dinner,brunch,breakfast,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual
127995,i8pXO1w_gas04EfjciliQQ,JCPenney,245 Saint Clair Sq,Fairview Heights,IL,62208,38.5956684806,-89.9797784538,2.5,11,1,"Shopping, Men's Clothing, Children's Clothing, Appliances, Eyewear & Opticians, Women's Clothing, Baby Gear & Furniture, Department Stores, Fashion, Home & Garden","{'Tuesday': '7:0-22:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '7:0-18:0'}",,True,,,2,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
128319,uLCjDOD9hWvZHZezcuXfRA,Mama Mia's Italian Restaurant,2868 Madison Ave,Granite City,IL,62040,38.7140614,-90.1277643,3.5,6,1,"Restaurants, Italian","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",True,True,,False,1,False,False,,,,False,,'casual',,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128375,3IitUkc0gxf-HVZC3CsvNw,Signature Tap House,51 Lincoln Hwy,Fairview Heights,IL,62208,38.59317745,-89.981608,3.0,44,1,"Lounges, American (Traditional), Restaurants, Nightlife, Bars, Pizza","{'Monday': '11:0-20:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}",True,True,True,,2,,True,u'full_bar',True,,True,u'average',u'casual',,u'free',True,,,True,,,"{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}",,,False,u'no',,,False,False,,,,,,False,False,False,True,False,,,,,,,False,,True,False,,True,,,True
128428,lKv22GBOU1sp2jc8-KKBIw,Auffenberg Kia,106 Auto Ct,O'Fallon,IL,62269,38.5932215,-89.9583573,3.5,15,1,"Oil Change Stations, Car Dealers, Automotive, Auto Repair","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '8:30-18:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128498,zq2WjEegVGBejN3yqE1nSw,Dairy Queen Grill & Chill,1001 S Main St,Columbia,IL,62236,38.436511,-90.1910537481,2.5,22,1,"Ice Cream & Frozen Yogurt, Fast Food, Burgers, Restaurants, Food","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",True,True,,False,1,True,True,,True,,True,,'casual',,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False
128510,DmEOKX4lnBLBw-wleSX_kw,Garden Gate Tea Room,839 Niedringhaus Ave,Granite City,IL,62040,38.7017797,-90.163782,4.5,11,1,"Food, Restaurants, Tea Rooms","{'Monday': '0:0-0:0', 'Tuesday': '11:0-14:0', 'Wednesday': '11:0-14:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '11:0-14:0'}",,True,,,2,,,,,,,,u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
128686,rYHp2-kFBpdA_Uk7M-aapA,Edwardsville Pet Hospital,423 S Buchanan St,Edwardsville,IL,62025,38.806792,-89.951864,4.5,6,1,"Pets, Pet Services, Veterinarians","{'Monday': '8:0-20:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-12:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128876,_zwBko03iFlNRhGc49GS8A,Home Towne Suites,148 Regency Park,O'Fallon,IL,62269,38.587735,-89.938706,1.5,14,1,"Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,1,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128896,8KBtnnw1TjA4tM4urmRCwQ,Pizza Hut,806 W Main St,Mascoutah,IL,62258,38.4908256868,-89.8093551,2.0,9,1,"Chicken Wings, Italian, Fast Food, Pizza, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-22:0'}",,True,,False,1,False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129069,jGLEklebpTjVLsvYN47ESw,Clifton Country Inn Restaurant & Bakery,3015 W Delmar Ave,Godfrey,IL,62035,38.9391169,-90.251938,4.0,21,1,"Sandwiches, Restaurants, American (Traditional), Breakfast & Brunch","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0', 'Sunday': '6:0-15:0'}",True,True,,False,1,False,False,,True,,True,,'casual',True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129116,GM32vllI6tKA6Ksi5EKvwg,Dr Jazz Soda Fountain & Grille,230 W Saint Louis St,Lebanon,IL,62254,38.6037205,-89.8102718,4.0,30,1,"Ice Cream & Frozen Yogurt, Bed & Breakfast, Landmarks & Historical Buildings, Public Services & Government, American (Traditional), Restaurants, Food, Hotels & Travel","{'Monday': '0:0-0:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}",True,True,,False,2,True,False,u'none',True,,True,u'average',u'casual',True,u'free',True,False,,True,,,,,,,,,,,,,,,,,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
129205,7qjgb2pc7rhm9uSZ2oPxfQ,Tim & Joe's Tavern,"6500 W Main St, Ste 26",Belleville,IL,62223,38.553831,-90.041734,3.5,9,1,"American (Traditional), Restaurants",,False,True,,False,,False,False,,,,True,,'casual',,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129223,dmb-LM_EtUB9cY-SsjH0LQ,La Casa Mexicana O'fallon,"1222 Central Park Dr, Ste 101",O'Fallon,IL,62269,38.5774308,-89.9344104,3.5,150,1,"Mexican, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-21:0'}",True,True,,True,2,True,False,u'full_bar',True,False,True,u'average',u'casual',True,'no',True,,,True,,,,,False,,,,,,,,,,,,False,False,False,True,False,,False,True,True,False,False,False,False,False,False,False,False,False,False,True
129405,aV0QzMyRzoGOJJ74GyjInA,Ayurvedic Center of Health & Healing,"60 S State Route 157, Ste C5",Edwardsville,IL,62025,38.8020362,-89.9731841,5.0,7,1,"Massage Therapy, Massage, Beauty & Spas, Health & Medical, Ayurveda","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0'}",,True,True,,,,,,,,,,,True,u'free',,,,,True,,,,,,,,False,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
129456,9ONW15iI5PUFBkA0EoBVuA,Denny's,959 Illinois Rt 3,Waterloo,IL,62298,38.3597627948,-90.154238,3.5,11,1,"Breakfast & Brunch, Restaurants, American (Traditional), Diners","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",True,True,,False,1,False,False,u'none',True,False,True,u'average','casual',True,'free',True,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,True,,,,,,,,,
129526,nE8VXRBgQgEiEaNEYQBx5A,Neruda Restaurant,4 Club Centre Ct,Edwardsville,IL,62025,38.7779491,-89.9846222,4.0,6,0,"Restaurants, American (New)",,False,True,,True,4,True,True,u'full_bar',True,,True,u'average',u'dressy',,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
129569,pGnKrAj11-UceFKzY217rA,The Ultrasound Zone,20 Junction Dr W,Glen Carbon,IL,62034,38.777996,-89.9566389,4.0,5,1,"Diagnostic Services, Health & Medical, Diagnostic Imaging","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-17:0', 'Sunday': '12:0-17:0'}",,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129659,kiHqK6rB1In1O6NirsG2_g,Steak ’n Shake,10860 Lincoln Trl,Fairview Heights,IL,62208,38.5923915576,-89.9881592,1.5,52,0,"Breakfast & Brunch, Restaurants, Burgers, Juice Bars & Smoothies, American (New), Food, Diners, Fast Food, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,,False,1,False,False,u'none',False,False,True,u'average',u'casual',False,'free',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
129708,bvdmNxm6FJRaAGpurS9EXQ,Luxury Nails Salon,105 Regency Park,O'fallon,IL,62269,38.5917406,-89.9390044,3.5,48,1,"Nail Salons, Beauty & Spas","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-17:0'}",,True,,,2,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
129735,dGo1ecpNyYvZyPeKChoD7Q,Burgers STL,,Edwardsville,IL,62025,38.8114364,-89.953157,5.0,6,1,"Food, Food Trucks","{'Monday': '10:45-0:0', 'Tuesday': '10:45-0:0', 'Wednesday': '10:45-0:0', 'Thursday': '10:45-0:0', 'Friday': '10:45-0:0', 'Saturday': '10:45-0:0', 'Sunday': '10:45-0:0'}",,True,True,,,,False,u'none',,True,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129773,QCceYT53aAuI2I82kb32VQ,Alton Room Escape,319 Ridge St,Alton,IL,62002,38.8902823,-90.1743377,5.0,9,1,"Escape Games, Event Planning & Services, Team Building Activities, Active Life","{'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '13:0-19:0'}",True,True,True,,,,,,,,,,,True,u'no',,False,,,True,,,,False,,,,,,,,,,,,False,True,False,True,False,,,,,,,,,,,,,,,
129928,QOCbovF4jZQBKf_blv-NSg,Vallow Floor Covering,1009 Plummer Dr,Edwardsville,IL,62025,38.7895823,-89.978718,3.5,9,1,"Home Services, Heating & Air Conditioning/HVAC, Carpeting, Shopping, Carpet Installation, Rugs, Home & Garden, Flooring, Contractors","{'Monday': '9:0-19:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:30-17:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-16:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129941,FB6vAuA67sNYqdG7VS8xPQ,Big Daddy's 618,313 E Main St,Belleville,IL,62220,38.5139357,-89.9797044,2.5,19,1,"Nightlife, Restaurants, American (Traditional), Bars",,False,True,,False,1,True,False,u'full_bar',True,False,True,u'average',u'casual',True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,False
129979,o2afzX-LqDZUs-DNSp6GVg,Savers,10899 Lincoln Trl,Fairview Heights,IL,62208,38.5938914,-89.9887339,4.0,15,1,"Thrift Stores, Shopping, Local Services, Donation Center","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '11:0-17:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-18:0'}",,True,True,,1,,,,,,,,,False,u'no',,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
130129,_bgs8mH_0iPRSuBMEopazA,Reifschneider's Grill & Grape,700 N State St,Freeburg,IL,62243,38.43727,-89.915503,4.0,62,1,"Bars, American (Traditional), Restaurants, American (New), Caterers, Pizza, Venues & Event Spaces, Event Planning & Services, Nightlife","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",True,True,,True,2,True,False,u'full_bar',True,True,True,u'average',u'casual',True,u'free',True,,True,,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
130176,OsqZfeV7E3P0DQ8tShaTLw,O'Charley's Restaurant & Bar,1313 Central Park Dr,O'Fallon,IL,62269,38.5890272,-89.9441428,3.0,56,0,"Burgers, Restaurants, Breakfast & Brunch, American (Traditional), American (New), Southern","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '10:0-22:0'}",True,True,,False,2,False,False,'full_bar',True,,True,u'quiet','casual',False,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,,False,,,,,,True
130226,VdFgPgnhvHxlWaRy_HeZ8Q,Lowe's Home Improvement,6211 N Illinois,Fairview Heights,IL,62208,38.590711,-89.98673,2.5,22,1,"Building Supplies, Shopping, Home Services, Paint Stores, Home & Garden, Hardware Stores, Appliances, Nurseries & Gardening",,,True,,,2,,None,,,,,,,False,,None,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
130251,VXH2FEj3ksX72PuZ16K6Fw,Garden Salon & Spa,1407 S Lincoln Ave,O Fallon,IL,62269,38.5757131,-89.9105129,4.0,7,1,"Beauty & Spas, Hair Salons, Massage, Nail Salons, Skin Care, Day Spas","{'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-15:0'}",True,True,,,2,,,,,,,,,True,u'free',,,,,False,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
130544,q5Kb63rdNPDJ0MoVtq3KLg,Foundry Cafe & Market,220 West Saint Louis St,Lebanon,IL,62254,38.6038214,-89.8099043,4.5,17,0,"Food, Breakfast & Brunch, Bakeries, Coffee & Tea, Restaurants, Cafes","{'Monday': '7:0-15:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-15:0'}",True,True,False,True,1,False,False,u'none',False,,True,,'casual',True,u'free',True,False,,,,,,,False,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130615,OO43_QZDZBdhyHNkv9SQiA,Cecena's Jewelry,3930 Green Mt Crossing Dr,Shiloh,IL,62269,38.5713078,-89.9261767,5.0,8,1,"Jewelry, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0'}",,True,,,2,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
130623,IVS4gSPkjdEyf7-6dSCvDg,AT&T Store,6403 N Illinois St,Fairview Heights,IL,62208,38.5923541,-89.985528,2.0,8,1,"Mobile Phones, Mobile Phone Accessories, Internet Service Providers, Shopping, Professional Services, Home Services, Telecommunications, Local Services, IT Services & Computer Repair","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-19:0'}",,True,,,3,,False,,,,,,,True,,True,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
130644,gKzVPiwpWkrJs-Mg9Ebt5A,Smile For Life Dentistry,4971 S State Rte 159,Maryville,IL,62062,38.7397064,-89.957006,4.5,6,1,"Health & Medical, General Dentistry, Dentists, Orthodontists, Endodontists","{'Monday': '8:0-17:0', 'Tuesday': '9:0-18:0', 'Wednesday': '8:0-17:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-13:0'}",,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130743,5V_juhi6tZxcyFclSe8fDg,Panda Express,134 St Clair Square,Fairview Heights,IL,62208,38.5952137,-89.9809347,3.0,16,1,"Fast Food, Chinese, Restaurants","{'Monday': '9:30-22:0', 'Tuesday': '9:30-22:0', 'Wednesday': '9:30-22:0', 'Thursday': '9:30-22:0', 'Friday': '9:30-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",True,True,,False,2,False,True,u'none',True,True,True,,'casual',,,True,,,,,,,,,,,True,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
130954,Jjcxo2kNmbSAINobzVNCvw,Rocket Bowls,,Edwardsville,IL,62025,38.7993914,-89.96190935,4.5,12,1,"Restaurants, Asian Fusion, Korean","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130971,fietoLg6UmUGlQKFh2jDTA,Mr. Pancho’s,119 East Gate Plz,East Alton,IL,62024,38.879003,-90.118826,4.5,27,1,"Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '9:0-21:0'}",,True,True,,,True,False,u'full_bar',True,True,,,,False,u'no',True,,,True,,,,,,,,,,,False,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131044,T4ahgmZoabPHbt0s2B3RCA,Beautiful Nails,3308 Godfrey Rd,Godfrey,IL,62035,38.9366853,-90.1928537,3.0,14,1,"Nail Salons, Beauty & Spas","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",,,,,2,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131047,RgBY8au7GoXYHmBwqK77Iw,Wendy's,1061 Collinsville Crossing,Collinsville,IL,62234,38.6708621869,-90.0318479922,2.0,6,1,"Hot Dogs, Restaurants, Burgers, Fast Food","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}",True,True,,False,1,False,True,u'none',True,,True,,u'casual',True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131061,IxrwmuvHFiFuOZc3_Yul0A,Embrich Plumbing Company,2910 Maryville Rd,Maryville,IL,62062,38.7159431803,-89.9559432582,4.0,5,1,"Contractors, Shopping, Kitchen & Bath, Home & Garden, Local Services, Plumbing, Building Supplies, Septic Services, Water Heater Installation/Repair, Heating & Air Conditioning/HVAC, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0'}",,True,,,,,,,,,,,,True,,,False,,,True,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
131275,HmmNzS7wwyeXcvtFP036RA,Maeva's,1320 Milton Rd,Alton,IL,62002,38.8970661,-90.1364822,4.5,75,1,"Bakeries, Food, Coffee & Tea","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '8:0-15:0'}",,True,,,1,True,,,,False,,,,True,'free',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
131452,pK4u46sZdITJDF7E5lc9fw,Red Shed Storage,715 Falling Springs Dr,Dupo,IL,62239,38.5407122,-90.1950153,2.5,6,0,"Home Services, Movers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131470,S2tSSs1ra0DxInz4HXa99g,Tipsy Nails&Spa,11 Junction Dr,Glen Carbon,IL,62034,38.777232,-89.957467,3.5,25,1,"Beauty & Spas, Nail Salons","{'Monday': '9:30-20:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",,True,,,,,,,,,,,,,u'free',,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131481,pFmIQVJcHWAFGSWywmzHHA,Schaefer Automotive,4300 W Main St,Belleville,IL,62226,38.538189,-90.0215,4.5,7,1,"Tires, Auto Repair, Oil Change Stations, Automotive","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131483,c2GY6ni8j8UZTpXQwhYOVw,Dodge Moving & Storage,1430 Frontage Rd,O'Fallon,IL,62269,38.59798,-89.95604,2.5,18,1,"Movers, Home Services","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",,True,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131511,nX1L_wG8nVnOUGdScYaGiQ,Republic Services,4601 Cahokia Creek Rd,Edwardsville,IL,62025,38.8278258479,-90.0136115731,1.5,8,1,"Contractors, Junk Removal & Hauling, Local Services, Recycling Center, Home Services","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131515,2ILOSkeknfuAX2QKxGvDvA,Corral Liquors,965 E Edwardsville Rd,Wood River,IL,62095,38.8653659,-90.0805924,5.0,5,1,"Food, Beer, Wine & Spirits","{'Monday': '9:30-22:0', 'Tuesday': '9:30-22:0', 'Wednesday': '9:30-22:0', 'Thursday': '9:30-22:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '12:0-22:0'}",,True,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131588,CTLG5fikyrKr-nv35qMAZA,The Tye-Dyed Iguana,1905 W Hwy 50,Fairview Heights,IL,62208,38.5926533,-89.9623691,4.5,13,1,"Reptile Shops, Pet Stores, Pets","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-20:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131702,wzYmWoo7kgokWSJTpqAwAA,Pitchers Sports Pub & Pizzaria,104 W Main St,Belleville,IL,62220,38.5132718,-89.98593,3.0,21,0,"Nightlife, Burgers, Pizza, Restaurants, Sports Bars, Bars","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-20:0'}",True,True,,False,2,True,False,u'full_bar',True,,True,u'average',u'casual',True,u'no',True,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,False,False,False,False,False,False,False,False,True
131740,o4Jt1oie9rdgN_DHdXFo1g,Jack Crab,51 Ludwig Dr,Fairview Heights,IL,62208,38.6011594,-89.9896521,4.0,45,0,"Restaurants, Seafood, American (New), Cajun/Creole","{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",,True,True,True,,True,None,u'full_bar',True,False,True,u'average',,True,u'free',True,,False,True,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,
